true_alpha,true_tau,rec_alpha,rec_tau
0.1,3.0,0.14227272727272727,1.6733333333333336
0.1,3.0,0.021181818181818184,4.596767676767677
0.1,3.0,0.15236363636363637,5.0
0.1,3.0,0.06154545454545455,3.941515151515152
0.1,3.0,0.10190909090909092,5.0
0.1,3.0,0.20281818181818184,3.235858585858586
0.1,3.0,0.31381818181818183,5.0
0.1,3.0,0.16245454545454546,5.0
0.1,3.0,0.06154545454545455,4.8487878787878795
0.1,3.0,0.03127272727272727,5.0
0.1,3.0,0.1220909090909091,2.227777777777778
0.1,3.0,0.08172727272727273,2.227777777777778
0.1,3.0,0.05145454545454546,5.0
0.1,3.0,0.112,5.0
0.1,3.0,0.10190909090909092,5.0
0.1,3.0,0.17254545454545456,5.0
0.1,3.0,0.10190909090909092,3.8911111111111114
0.1,3.0,0.17254545454545456,5.0
0.1,3.0,0.14227272727272727,5.0
0.1,3.0,0.14227272727272727,2.0765656565656565
0.1,3.0,0.1220909090909091,5.0
0.1,3.0,0.1220909090909091,5.0
0.1,3.0,0.13218181818181818,5.0
0.1,3.0,0.10190909090909092,2.53020202020202
0.1,3.0,0.14227272727272727,5.0
0.1,3.0,0.17254545454545456,2.731818181818182
0.1,3.0,0.3239090909090909,5.0
0.1,3.0,0.06154545454545455,5.0
0.1,3.0,0.06154545454545455,5.0
0.1,3.0,0.15236363636363637,2.1773737373737374
0.3,0.5,0.10190909090909092,0.4636363636363637
0.3,0.5,0.2431818181818182,0.4636363636363637
0.3,0.5,0.3642727272727273,0.4636363636363637
0.3,0.5,0.16245454545454546,0.866868686868687
0.3,0.5,0.4853636363636364,0.7156565656565658
0.3,0.5,0.8990909090909092,0.3124242424242425
0.3,0.5,0.29363636363636364,0.7156565656565658
0.3,0.5,0.18263636363636365,0.4636363636363637
0.3,0.5,0.30372727272727273,0.4132323232323233
0.3,0.5,0.4349090909090909,0.4132323232323233
0.3,0.5,0.17254545454545456,0.4132323232323233
0.3,0.5,0.5156363636363637,0.4132323232323233
0.3,0.5,0.4550909090909091,0.4132323232323233
0.3,0.5,0.041363636363636366,1.3205050505050506
0.3,0.5,0.4853636363636364,0.614848484848485
0.3,0.5,0.4550909090909091,0.7156565656565658
0.3,0.5,0.2129090909090909,0.4132323232323233
0.3,0.5,0.08172727272727273,0.7156565656565658
0.3,0.5,0.5358181818181819,0.4636363636363637
0.3,0.5,0.223,1.0180808080808081
0.3,0.5,0.7073636363636364,0.5140404040404041
0.3,0.5,0.18263636363636365,0.7156565656565658
0.3,0.5,0.223,0.7660606060606061
0.3,0.5,0.6569090909090909,0.26202020202020204
0.3,0.5,0.3844545454545455,0.5644444444444445
0.3,0.5,0.26336363636363636,0.9172727272727274
0.3,0.5,0.3743636363636364,0.5644444444444445
0.3,0.5,0.3642727272727273,0.6652525252525253
0.3,0.5,0.10190909090909092,0.6652525252525253
0.3,0.5,0.30372727272727273,0.5140404040404041
0.3,1.5,0.27345454545454545,1.5725252525252527
0.3,1.5,0.3440909090909091,1.21969696969697
0.3,1.5,0.18263636363636365,2.227777777777778
0.3,1.5,0.3642727272727273,1.8749494949494951
0.3,1.5,0.31381818181818183,2.1773737373737374
0.3,1.5,0.3945454545454546,1.5221212121212122
0.3,1.5,0.29363636363636364,1.4213131313131315
0.3,1.5,0.25327272727272726,1.622929292929293
0.3,1.5,0.334,1.370909090909091
0.3,1.5,0.17254545454545456,2.227777777777778
0.3,1.5,0.3239090909090909,2.126969696969697
0.3,1.5,0.26336363636363636,2.026161616161616
0.3,1.5,0.334,4.697575757575758
0.3,1.5,0.2129090909090909,1.723737373737374
0.3,1.5,0.041363636363636366,3.0846464646464646
0.3,1.5,0.25327272727272726,1.118888888888889
0.3,1.5,0.2330909090909091,2.4797979797979797
0.3,1.5,0.3743636363636364,3.3870707070707073
0.3,1.5,0.31381818181818183,2.126969696969697
0.3,1.5,0.2129090909090909,1.2701010101010102
0.3,1.5,0.2330909090909091,1.4213131313131315
0.3,1.5,0.31381818181818183,0.7660606060606061
0.3,1.5,0.25327272727272726,2.6814141414141415
0.3,1.5,0.3239090909090909,1.4213131313131315
0.3,1.5,0.2431818181818182,1.370909090909091
0.3,1.5,0.334,1.9253535353535356
0.3,1.5,0.4651818181818182,2.4293939393939397
0.3,1.5,0.3239090909090909,1.21969696969697
0.3,1.5,0.223,1.471717171717172
0.3,1.5,0.29363636363636364,2.1773737373737374
0.3,3.0,0.28354545454545454,4.193535353535354
0.3,3.0,0.25327272727272726,2.026161616161616
0.3,3.0,0.334,1.975757575757576
0.3,3.0,0.26336363636363636,2.731818181818182
0.3,3.0,0.26336363636363636,1.8749494949494951
0.3,3.0,0.16245454545454546,5.0
0.3,3.0,0.2431818181818182,4.747979797979799
0.3,3.0,0.2431818181818182,3.941515151515152
0.3,3.0,0.2129090909090909,4.143131313131313
0.3,3.0,0.13218181818181818,5.0
0.3,3.0,0.3239090909090909,2.9838383838383837
0.3,3.0,0.29363636363636364,3.9919191919191923
0.3,3.0,0.30372727272727273,3.336666666666667
0.3,3.0,0.14227272727272727,5.0
0.3,3.0,0.25327272727272726,5.0
0.3,3.0,0.20281818181818184,5.0
0.3,3.0,0.25327272727272726,3.840707070707071
0.3,3.0,0.3239090909090909,3.3870707070707073
0.3,3.0,0.3541818181818182,2.5806060606060606
0.3,3.0,0.17254545454545456,5.0
0.3,3.0,0.31381818181818183,5.0
0.3,3.0,0.07163636363636364,4.9495959595959595
0.3,3.0,0.30372727272727273,4.3951515151515155
0.3,3.0,0.30372727272727273,4.143131313131313
0.3,3.0,0.3743636363636364,5.0
0.3,3.0,0.3945454545454546,2.53020202020202
0.3,3.0,0.2330909090909091,3.1854545454545455
0.3,3.0,0.31381818181818183,2.5806060606060606
0.3,3.0,0.31381818181818183,2.4293939393939397
0.3,3.0,0.29363636363636364,4.193535353535354
0.5,0.5,0.7174545454545455,0.21161616161616165
0.5,0.5,0.6871818181818182,0.4132323232323233
0.5,0.5,0.3945454545454546,0.614848484848485
0.5,0.5,0.6569090909090909,0.614848484848485
0.5,0.5,0.556,0.866868686868687
0.5,0.5,0.6972727272727273,0.4636363636363637
0.5,0.5,0.5257272727272727,0.9172727272727274
0.5,0.5,0.4752727272727273,0.4636363636363637
0.5,0.5,0.6972727272727273,0.5644444444444445
0.5,0.5,0.445,0.8164646464646466
0.5,0.5,0.2431818181818182,0.3124242424242425
0.5,0.5,0.223,0.6652525252525253
0.5,0.5,0.4550909090909091,0.4636363636363637
0.5,0.5,0.6569090909090909,0.4636363636363637
0.5,0.5,0.6871818181818182,0.6652525252525253
0.5,0.5,0.5055454545454545,0.4132323232323233
0.5,0.5,0.3844545454545455,0.7660606060606061
0.5,0.5,0.5660909090909091,0.614848484848485
0.5,0.5,0.9293636363636364,0.3124242424242425
0.5,0.5,0.13218181818181818,0.4636363636363637
0.5,0.5,0.26336363636363636,0.866868686868687
0.5,0.5,0.5660909090909091,0.3628282828282829
0.5,0.5,0.7477272727272728,0.614848484848485
0.5,0.5,0.112,0.4132323232323233
0.5,0.5,0.5660909090909091,0.26202020202020204
0.5,0.5,0.4046363636363637,0.5140404040404041
0.5,0.5,0.6367272727272728,0.4132323232323233
0.5,0.5,0.7880909090909092,0.5644444444444445
0.5,0.5,0.6871818181818182,0.5140404040404041
0.5,0.5,0.30372727272727273,0.7660606060606061
0.5,1.5,0.5156363636363637,2.126969696969697
0.5,1.5,0.6266363636363637,0.866868686868687
0.5,1.5,0.5459090909090909,1.5725252525252527
0.5,1.5,0.4550909090909091,1.370909090909091
0.5,1.5,0.4147272727272727,0.9676767676767678
0.5,1.5,0.5257272727272727,1.4213131313131315
0.5,1.5,0.4752727272727273,2.378989898989899
0.5,1.5,0.4853636363636364,1.21969696969697
0.5,1.5,0.445,1.723737373737374
0.5,1.5,0.5055454545454545,1.622929292929293
0.5,1.5,0.5358181818181819,1.6733333333333336
0.5,1.5,0.6367272727272728,0.8164646464646466
0.5,1.5,0.5761818181818182,2.5806060606060606
0.5,1.5,0.5358181818181819,2.026161616161616
0.5,1.5,0.5761818181818182,1.6733333333333336
0.5,1.5,0.5055454545454545,1.8749494949494951
0.5,1.5,0.4349090909090909,1.622929292929293
0.5,1.5,0.4349090909090909,1.723737373737374
0.5,1.5,0.4651818181818182,1.723737373737374
0.5,1.5,0.334,1.471717171717172
0.5,1.5,0.556,1.21969696969697
0.5,1.5,0.6770909090909091,1.5221212121212122
0.5,1.5,0.4853636363636364,1.118888888888889
0.5,1.5,0.6064545454545455,1.723737373737374
0.5,1.5,0.556,1.8245454545454547
0.5,1.5,0.4147272727272727,2.026161616161616
0.5,1.5,0.5459090909090909,2.832626262626263
0.5,1.5,0.5156363636363637,1.6733333333333336
0.5,1.5,0.6266363636363637,1.471717171717172
0.5,1.5,0.3743636363636364,1.9253535353535356
0.5,3.0,0.5055454545454545,2.3285858585858588
0.5,3.0,0.4147272727272727,5.0
0.5,3.0,0.3945454545454546,2.731818181818182
0.5,3.0,0.4147272727272727,3.6894949494949496
0.5,3.0,0.4349090909090909,2.731818181818182
0.5,3.0,0.4651818181818182,3.235858585858586
0.5,3.0,0.3642727272727273,5.0
0.5,3.0,0.5963636363636364,2.3285858585858588
0.5,3.0,0.5257272727272727,2.731818181818182
0.5,3.0,0.4550909090909091,3.8911111111111114
0.5,3.0,0.4651818181818182,4.9495959595959595
0.5,3.0,0.4550909090909091,5.0
0.5,3.0,0.4248181818181818,5.0
0.5,3.0,0.4752727272727273,2.1773737373737374
0.5,3.0,0.5156363636363637,3.1854545454545455
0.5,3.0,0.4853636363636364,3.4878787878787882
0.5,3.0,0.445,1.8245454545454547
0.5,3.0,0.4651818181818182,3.135050505050505
0.5,3.0,0.5055454545454545,4.747979797979799
0.5,3.0,0.4853636363636364,2.1773737373737374
0.5,3.0,0.5761818181818182,2.378989898989899
0.5,3.0,0.5459090909090909,5.0
0.5,3.0,0.4349090909090909,3.5886868686868687
0.5,3.0,0.4752727272727273,4.243939393939394
0.5,3.0,0.3945454545454546,3.3870707070707073
0.5,3.0,0.5358181818181819,5.0
0.5,3.0,1.0,1.6733333333333336
0.5,3.0,0.5055454545454545,3.1854545454545455
0.5,3.0,0.4651818181818182,2.4293939393939397
0.5,3.0,0.5660909090909091,3.6894949494949496
0.7,0.5,0.5862727272727273,0.614848484848485
0.7,0.5,0.5761818181818182,0.8164646464646466
0.7,0.5,0.9394545454545455,0.614848484848485
0.7,0.5,0.6367272727272728,0.5644444444444445
0.7,0.5,0.6064545454545455,0.6652525252525253
0.7,0.5,0.6468181818181818,0.5644444444444445
0.7,0.5,0.4550909090909091,0.5644444444444445
0.7,0.5,1.0,0.3628282828282829
0.7,0.5,0.4954545454545455,0.3628282828282829
0.7,0.5,0.8990909090909092,0.4132323232323233
0.7,0.5,0.445,0.5644444444444445
0.7,0.5,0.8385454545454546,0.5644444444444445
0.7,0.5,0.8990909090909092,0.4132323232323233
0.7,0.5,0.7376363636363636,0.5644444444444445
0.7,0.5,0.6367272727272728,0.4636363636363637
0.7,0.5,0.5862727272727273,1.0180808080808081
0.7,0.5,0.8688181818181818,0.5140404040404041
0.7,0.5,0.8486363636363636,0.5140404040404041
0.7,0.5,0.6367272727272728,0.6652525252525253
0.7,0.5,0.5660909090909091,0.4132323232323233
0.7,0.5,0.30372727272727273,0.26202020202020204
0.7,0.5,0.667,0.614848484848485
0.7,0.5,0.8284545454545454,0.4132323232323233
0.7,0.5,0.011090909090909092,4.294343434343435
0.7,0.5,0.6972727272727273,0.4132323232323233
0.7,0.5,0.445,0.6652525252525253
0.7,0.5,0.767909090909091,0.6652525252525253
0.7,0.5,0.667,0.6652525252525253
0.7,0.5,0.7376363636363636,0.3628282828282829
0.7,0.5,0.6165454545454546,0.6652525252525253
0.7,1.5,0.7073636363636364,1.8245454545454547
0.7,1.5,0.17254545454545456,5.0
0.7,1.5,0.6367272727272728,5.0
0.7,1.5,0.556,2.731818181818182
0.7,1.5,0.5660909090909091,1.723737373737374
0.7,1.5,0.5761818181818182,1.6733333333333336
0.7,1.5,0.7073636363636364,1.5725252525252527
0.7,1.5,0.6266363636363637,2.126969696969697
0.7,1.5,0.8486363636363636,1.8245454545454547
0.7,1.5,0.8385454545454546,1.3205050505050506
0.7,1.5,0.6367272727272728,1.471717171717172
0.7,1.5,0.7275454545454546,1.622929292929293
0.7,1.5,0.7477272727272728,1.2701010101010102
0.7,1.5,0.6266363636363637,1.4213131313131315
0.7,1.5,0.6266363636363637,1.471717171717172
0.7,1.5,0.5257272727272727,4.042323232323232
0.7,1.5,0.4046363636363637,2.731818181818182
0.7,1.5,0.8486363636363636,0.9172727272727274
0.7,1.5,0.6871818181818182,2.026161616161616
0.7,1.5,0.5660909090909091,1.370909090909091
0.7,1.5,0.6367272727272728,1.7741414141414142
0.7,1.5,0.6770909090909091,1.8245454545454547
0.7,1.5,0.7880909090909092,1.21969696969697
0.7,1.5,0.18263636363636365,5.0
0.7,1.5,0.8284545454545454,0.9676767676767678
0.7,1.5,0.7275454545454546,1.2701010101010102
0.7,1.5,0.6770909090909091,1.4213131313131315
0.7,1.5,0.9798181818181818,0.8164646464646466
0.7,1.5,0.6367272727272728,1.5221212121212122
0.7,1.5,0.7073636363636364,1.7741414141414142
0.7,3.0,0.6972727272727273,5.0
0.7,3.0,0.6871818181818182,5.0
0.7,3.0,0.6468181818181818,3.941515151515152
0.7,3.0,0.6972727272727273,3.235858585858586
0.7,3.0,0.7376363636363636,1.622929292929293
0.7,3.0,0.667,5.0
0.7,3.0,0.6266363636363637,3.7903030303030305
0.7,3.0,0.6972727272727273,2.2781818181818183
0.7,3.0,0.6972727272727273,4.899191919191919
0.7,3.0,0.6871818181818182,5.0
0.7,3.0,0.5358181818181819,3.7903030303030305
0.7,3.0,0.6165454545454546,5.0
0.7,3.0,1.0,5.0
0.7,3.0,0.6770909090909091,4.9495959595959595
0.7,3.0,0.8082727272727274,1.8749494949494951
0.7,3.0,0.7376363636363636,2.4293939393939397
0.7,3.0,0.5862727272727273,5.0
0.7,3.0,0.7376363636363636,3.1854545454545455
0.7,3.0,1.0,5.0
0.7,3.0,0.6871818181818182,2.227777777777778
0.7,3.0,0.5156363636363637,5.0
0.7,3.0,1.0,5.0
0.7,3.0,0.667,5.0
0.7,3.0,0.7073636363636364,1.5725252525252527
0.7,3.0,0.7376363636363636,2.126969696969697
0.7,3.0,0.6367272727272728,4.9495959595959595
0.7,3.0,0.6468181818181818,2.731818181818182
0.7,3.0,0.7275454545454546,1.8245454545454547
0.7,3.0,0.6064545454545455,5.0
0.7,3.0,1.0,2.026161616161616
0.9,0.5,1.0,0.5644444444444445
0.9,0.5,1.0,0.4636363636363637
0.9,0.5,0.7880909090909092,0.5140404040404041
0.9,0.5,0.9697272727272728,0.6652525252525253
0.9,0.5,0.9394545454545455,0.614848484848485
0.9,0.5,0.9596363636363637,0.4636363636363637
0.9,0.5,0.7376363636363636,1.1692929292929295
0.9,0.5,0.889,0.5644444444444445
0.9,0.5,0.778,0.5644444444444445
0.9,0.5,0.9293636363636364,0.7660606060606061
0.9,0.5,0.9798181818181818,0.5644444444444445
0.9,0.5,0.8385454545454546,0.5140404040404041
0.9,0.5,0.7981818181818182,0.7156565656565658
0.9,0.5,0.9091818181818182,0.4636363636363637
0.9,0.5,1.0,0.4132323232323233
0.9,0.5,0.7578181818181818,0.6652525252525253
0.9,0.5,1.0,0.3628282828282829
0.9,0.5,0.7073636363636364,0.866868686868687
0.9,0.5,0.9091818181818182,0.5644444444444445
0.9,0.5,0.9293636363636364,0.5644444444444445
0.9,0.5,0.9596363636363637,0.5140404040404041
0.9,0.5,1.0,0.3628282828282829
0.9,0.5,0.9394545454545455,0.3628282828282829
0.9,0.5,0.8486363636363636,0.4636363636363637
0.9,0.5,0.7073636363636364,0.5644444444444445
0.9,0.5,1.0,0.4636363636363637
0.9,0.5,0.9192727272727274,0.614848484848485
0.9,0.5,0.9697272727272728,0.5644444444444445
0.9,0.5,0.6871818181818182,0.6652525252525253
0.9,0.5,0.9495454545454546,1.0180808080808081
0.9,1.5,0.7880909090909092,2.53020202020202
0.9,1.5,0.8284545454545454,1.5725252525252527
0.9,1.5,0.878909090909091,1.118888888888889
0.9,1.5,1.0,1.622929292929293
0.9,1.5,0.667,5.0
0.9,1.5,0.31381818181818183,5.0
0.9,1.5,0.8587272727272728,1.7741414141414142
0.9,1.5,0.7880909090909092,2.2781818181818183
0.9,1.5,0.6165454545454546,5.0
0.9,1.5,0.4954545454545455,2.2781818181818183
0.9,1.5,0.889,1.370909090909091
0.9,1.5,0.8183636363636364,1.8245454545454547
0.9,1.5,0.9495454545454546,1.5725252525252527
0.9,1.5,0.9091818181818182,1.471717171717172
0.9,1.5,1.0,1.3205050505050506
0.9,1.5,1.0,1.0180808080808081
0.9,1.5,0.889,1.118888888888889
0.9,1.5,0.8587272727272728,1.7741414141414142
0.9,1.5,0.8183636363636364,1.8245454545454547
0.9,1.5,0.7880909090909092,1.3205050505050506
0.9,1.5,1.0,1.5725252525252527
0.9,1.5,0.9192727272727274,1.723737373737374
0.9,1.5,0.8587272727272728,1.471717171717172
0.9,1.5,1.0,1.118888888888889
0.9,1.5,0.7073636363636364,2.5806060606060606
0.9,1.5,0.889,1.8245454545454547
0.9,1.5,0.8183636363636364,1.370909090909091
0.9,1.5,0.878909090909091,1.7741414141414142
0.9,1.5,0.7880909090909092,4.9495959595959595
0.9,1.5,0.7376363636363636,3.0846464646464646
0.9,3.0,0.7578181818181818,5.0
0.9,3.0,0.767909090909091,3.3870707070707073
0.9,3.0,0.767909090909091,5.0
0.9,3.0,1.0,5.0
0.9,3.0,0.7981818181818182,4.798383838383839
0.9,3.0,0.9495454545454546,2.2781818181818183
0.9,3.0,1.0,5.0
0.9,3.0,1.0,5.0
0.9,3.0,0.6871818181818182,4.9495959595959595
0.9,3.0,1.0,5.0
0.9,3.0,1.0,5.0
0.9,3.0,0.7578181818181818,4.798383838383839
0.9,3.0,0.7578181818181818,4.9495959595959595
0.9,3.0,0.7174545454545455,5.0
0.9,3.0,1.0,5.0
0.9,3.0,1.0,5.0
0.9,3.0,1.0,5.0
0.9,3.0,1.0,5.0
0.9,3.0,1.0,5.0
0.9,3.0,0.6367272727272728,5.0
0.9,3.0,0.6064545454545455,5.0
0.9,3.0,0.7477272727272728,4.8487878787878795
0.9,3.0,1.0,5.0
0.9,3.0,1.0,5.0
0.9,3.0,1.0,5.0
0.9,3.0,1.0,5.0
0.9,3.0,1.0,1.975757575757576
0.9,3.0,1.0,5.0
0.9,3.0,1.0,5.0
0.9,3.0,0.9495454545454546,2.3285858585858588
